,timestamp,open,close,high,low,tx amt,tx vol
18,01/05/2023,1252.97,1253.38,1254.74,1252.7,329.2944137,412742.979977491
17,01/05/2023,1253.37,1250.99,1253.82,1249.15,578.8563686,724455.679172595
16,01/05/2023,1250.87,1251,1251.28,1247.77,500.5947118,625640.49418034
15,01/05/2023,1251.01,1250.85,1251.78,1248.15,1301.6969373,1627789.90254536
14,01/05/2023,1250.84,1248.72,1250.85,1245.73,902.381683,1126413.071107181
13,01/05/2023,1248.72,1251.58,1253.03,1248.62,522.8797343,654083.212208467
12,01/05/2023,1251.58,1255.6,1255.69,1250.96,446.8684676,559886.374787533
11,01/05/2023,1255.6,1252.97,1255.86,1251.73,434.2175644,544258.421219776
10,01/05/2023,1252.97,1247.33,1253.85,1247.14,962.585429,1204184.080394965
9,01/05/2023,1247.32,1248.33,1250.64,1243.11,1275.11643335,1589639.862724284
8,01/05/2023,1248.32,1249.26,1252.92,1247.88,821.2331391,1026955.652418057
7,01/05/2023,1249.23,1248.48,1250.29,1247.14,613.7711863,766274.406241944
6,01/05/2023,1248.59,1247.34,1249.85,1247,582.82015,727628.079983504
5,01/05/2023,1247.34,1251.49,1251.58,1246.52,891.6407922,1114488.352325708
4,01/05/2023,1251.49,1253.76,1254.98,1251.24,914.25973,1145966.310512267
3,01/05/2023,1253.76,1253.85,1254.41,1252.27,550.9727192,690649.838355057
2,01/05/2023,1253.85,1252.7,1254.05,1251.43,413.4654693,518019.413633174
1,01/05/2023,1252.7,1250.9,1253.03,1250.64,244.4308862,306035.010654749
0,01/05/2023,1250.9,1251.07,1252.99,1248.21,646.7075672,808844.895828893
23,01/06/2023,1251.45,1255.61,1258.32,1250.15,938.4531001,1177371.0111009
22,01/06/2023,1255.72,1251.26,1255.92,1251.25,476.0619714,597208.903251244
21,01/06/2023,1251.26,1251.93,1252,1248.25,529.7475027,662304.824940002
20,01/06/2023,1251.93,1250.98,1253.19,1250.54,488.9834325,612250.863358929
19,01/06/2023,1250.99,1251.27,1252.18,1248.56,412.2937816,515562.380133321
18,01/06/2023,1251.27,1249.48,1251.27,1247.46,565.8459186,706988.065313546
17,01/06/2023,1249.48,1247.99,1249.49,1246.3,764.1000813,953423.147621306
16,01/06/2023,1247.99,1247.9,1248.42,1246.51,246.9990889,308137.61523618
15,01/06/2023,1247.9,1249.65,1250.3,1247.89,921.5777196,1150972.598803415
14,01/06/2023,1249.65,1248.54,1249.65,1246.41,795.2941362,992200.731853869
13,01/06/2023,1248.53,1245.57,1248.79,1245.01,648.1205936,808286.127071875
12,01/06/2023,1245.57,1243.35,1246.63,1237,2019.1663768,2510347.385596173
11,01/06/2023,1243.35,1244.19,1245,1241.61,918.5804359,1141766.772915928
10,01/06/2023,1244.2,1250.51,1255.41,1236.24,3848.0040859,4788479.967776883
9,01/06/2023,1250.5,1248.15,1252.87,1246.21,973.1169674,1215704.598753688
8,01/06/2023,1248.15,1263.3,1264.74,1248.15,3805.7287949,4784861.140572182
7,01/06/2023,1263.24,1264.15,1268,1260.2,1866.83895009,2358053.7197139772
6,01/06/2023,1264.36,1263.51,1269.34,1262.16,1000.7722128,1266428.752309188
5,01/06/2023,1263.5,1266.51,1269.99,1263.5,1315.3673183,1666884.72538241
4,01/06/2023,1266.51,1273.06,1276.3,1265.2,2026.7541043,2576790.850502681
3,01/06/2023,1273.05,1265.7,1276.32,1265.6,1520.5534528,1931215.316380554
2,01/06/2023,1265.7,1266.21,1267.93,1265.19,594.6694038,753265.511729718
1,01/06/2023,1266.21,1269.6,1270.48,1265.93,634.4855952,804231.947664618
0,01/06/2023,1269.6,1269.19,1271.38,1268.04,823.6722023,1046083.820170882
23,01/07/2023,1269.2,1270.87,1270.89,1266.45,530.423435,672712.335556239
22,01/07/2023,1270.87,1268.88,1270.95,1268.52,337.4912685,428428.727587295
21,01/07/2023,1268.89,1266.45,1269.12,1266.07,385.416344,488400.960241867
20,01/07/2023,1266.45,1266.44,1267.04,1265.29,445.1070845,563595.093236561
19,01/07/2023,1266.44,1264.65,1266.44,1263.85,392.56195782,496606.0462899676
18,01/07/2023,1264.65,1264.54,1265.11,1263.69,414.0381934,523501.734514525
17,01/07/2023,1264.53,1264.92,1265.03,1262.15,549.3677302,694224.268809005
16,01/07/2023,1264.91,1266.67,1266.8,1264.91,200.6568452,254021.83978198
15,01/07/2023,1266.68,1264.73,1266.86,1264.29,617.662863,781695.719518144
14,01/07/2023,1264.73,1265.28,1266.3,1263.89,369.5166714,467443.846678692
13,01/07/2023,1265.27,1264.26,1265.68,1264.1,209.0555142,264448.232317248
12,01/07/2023,1264.26,1263.71,1264.26,1262.9,243.8237878,308087.792228296
11,01/07/2023,1263.72,1263.75,1263.93,1261.47,344.4507887,434966.847055652
10,01/07/2023,1263.76,1262.79,1265.5,1262.37,366.2312533,462993.523821245
9,01/07/2023,1262.79,1265.33,1265.73,1261.63,406.3238119,513427.279816492
8,01/07/2023,1265.32,1265.16,1265.51,1263.99,293.4951067,371182.910541378
7,01/07/2023,1265.16,1262.63,1265.16,1261.91,309.4205488,390787.920409912
6,01/07/2023,1262.63,1262.59,1263.59,1262.07,337.9633933,426748.380427934
5,01/07/2023,1262.6,1263.97,1264.53,1262.51,357.5022532,451684.54352361
4,01/07/2023,1263.98,1265.5,1266,1263.87,644.7621553,815681.599652742
3,01/07/2023,1265.51,1264.33,1265.99,1263.01,613.5947476,776093.86963176
2,01/07/2023,1264.33,1264.36,1266.64,1262.8,530.0633787,670416.03967421
