,timestamp,open,close,high,low,tx amt,tx vol
13,01/04/2023,1253.92,1255.93,1256.16,1252.73,298.4525476,374179.384760673
12,01/04/2023,1255.94,1260.14,1270.8,1255.94,2925.94803474,3698814.0969464106
11,01/04/2023,1260.36,1263.19,1264.5,1257.33,982.6385482,1239238.158509401
10,01/04/2023,1263.18,1262.34,1267.33,1262.01,968.3929423,1224397.050757331
9,01/04/2023,1262.25,1253.17,1265.48,1251.74,3304.5223985,4157249.048680108
8,01/04/2023,1253.12,1254.32,1255.66,1251.44,985.877026,1236241.238940347
7,01/04/2023,1254.33,1253.04,1254.6,1251.11,568.1701831,711858.728879239
6,01/04/2023,1252.94,1251.23,1253.19,1245.93,969.5912745,1211478.119070757
5,01/04/2023,1251.18,1252.92,1253.14,1250.48,345.7119144,432973.687660541
4,01/04/2023,1253.01,1252.78,1253.5,1251.71,258.0693922,323206.038237508
3,01/04/2023,1252.77,1254.49,1254.5,1252.22,275.1824694,344915.065818828
2,01/04/2023,1254.49,1253.25,1257.36,1253.16,328.652153,412597.607806667
1,01/04/2023,1253.24,1256.69,1256.81,1252.92,219.0081781,274945.475882245
0,01/04/2023,1256.68,1256.87,1257.4,1255.34,276.695321,347669.851864524
47,01/05/2023,1256.86,1256.86,1259.91,1256.24,521.9667491,656587.164109118
46,01/05/2023,1256.86,1254.13,1256.86,1253.35,626.9784315,786688.788219657
45,01/05/2023,1254.13,1254.65,1255.18,1252.51,307.6040136,385692.870539933
44,01/05/2023,1254.65,1254.45,1256.6,1254.29,303.7616633,381376.064601128
43,01/05/2023,1254.34,1252.87,1254.34,1252,958.003389,1200582.463180301
42,01/05/2023,1252.87,1254.03,1254.61,1252.67,132.733837,166426.556017221
41,01/05/2023,1254.04,1253.25,1254.09,1252.16,366.8112015,459638.57699639
40,01/05/2023,1253.26,1252.82,1253.76,1252,223.0010741,279323.449341884
39,01/05/2023,1252.82,1253.83,1254.19,1252.41,279.7114369,350665.924731354
38,01/05/2023,1253.83,1252.97,1254.32,1252.47,300.270149,376390.754514905
37,01/05/2023,1252.97,1253.52,1254.74,1252.77,143.8903484,180399.96667522
36,01/05/2023,1253.52,1253.38,1253.97,1252.7,185.4040653,232343.013302271
