,timestamp,open,close,high,low,tx amt,tx vol
7,01/10/2022,3005.3,3075.7,3097.52,2997.02,7274.29778997,22240121.1276175972
6,01/10/2022,3075.7,3012.03,3083.6,2968.61,9044.02691238,27303028.9360492866
5,01/10/2022,3012.03,3043.48,3059.4,3003.52,3359.63642815,10184830.1240200367
4,01/10/2022,3043.48,3029.69,3062.54,3020.61,3116.41794245,9480159.8129611589
3,01/10/2022,3029.7,3080.79,3088.44,3020,3730.37611767,11359604.6794933911
2,01/10/2022,3083.24,3075.09,3096.31,3069.51,3297.24397832,10162880.9900664714
1,01/10/2022,3075.01,3062.88,3084.91,3057.06,1403.32114327,4310289.5381680729
0,01/10/2022,3062.88,3082.72,3087.49,3054.8,1822.99960492,5606995.715330462
23,01/11/2022,3083.02,3054.3,3088,3054.3,1985.02586559,6089069.1071548186
22,01/11/2022,3054.31,3090.9,3090.9,3052.31,2689.5699571,8269692.8120727153
21,01/11/2022,3090.99,3115.68,3128.1,3085.93,4321.63223071,13443848.0107600105
20,01/11/2022,3115.68,3120.21,3123.17,3107.69,2397.50069241,7468548.3790323829
19,01/11/2022,3120.21,3118.51,3124.8,3107.11,2531.81944007,7884841.4050740083
18,01/11/2022,3118.51,3111.18,3119.86,3101.75,1719.59712402,5348885.054733045
17,01/11/2022,3111.19,3107.8,3122.27,3097.19,1923.50069718,5985161.4887406238
16,01/11/2022,3107.82,3128.49,3135.12,3105.52,2858.01395622,8906923.1919815527
15,01/11/2022,3128.5,3107.57,3145.4,3104.7,5246.48676461,16406960.4751547622
14,01/11/2022,3107.57,3123.11,3133.6,3097.64,2893.6306276,9016991.361440511
13,01/11/2022,3123.11,3093.7,3132.45,3088.58,4140.7470528,12887079.0038209552
12,01/11/2022,3093.7,3111.68,3120.53,3091.69,2587.97259613,8041231.7118762485
11,01/11/2022,3111.01,3121.74,3135.59,3104.46,3071.89046599,9598150.8368589285
10,01/11/2022,3121.75,3113.4,3131.6,3107.35,3325.69178956,10375794.8659462784
9,01/11/2022,3113.4,3116.48,3122.92,3073.66,6407.0833718,19880520.8951881166
8,01/11/2022,3116.48,3133.78,3157.12,3111.2,5583.06172819,17494496.4413291721
7,01/11/2022,3133.79,3219.25,3240,3130.18,12307.52707977,39414246.5677952553
6,01/11/2022,3219.25,3231.11,3264.65,3200.37,10672.185078,34476413.2215873242
5,01/11/2022,3231.11,3233.79,3250.19,3220.84,4705.34590746,15240830.2580821891
4,01/11/2022,3233.79,3237.59,3245.5,3217.62,4075.6111713,13165931.7623382675
3,01/11/2022,3237.6,3240.25,3248.78,3233.38,2980.6485316,9658520.9666685804
2,01/11/2022,3240.45,3230.89,3242.76,3226.1,2640.99862387,8540756.7817456276
1,01/11/2022,3230.89,3232.21,3237,3223.51,1603.18955446,5180795.3847325977
0,01/11/2022,3232.21,3240.17,3248.39,3229.08,3809.93039913,12345220.2402112777
23,01/12/2022,3240.18,3232.57,3259.59,3224.12,4848.53849298,15718373.8376664648
22,01/12/2022,3232.75,3230.76,3240.47,3225.4,4568.69421779,14776312.748474457
21,01/12/2022,3230.77,3228.18,3238.42,3217.4,3285.83382562,10609881.9908992099
20,01/12/2022,3228.18,3234.77,3239.31,3224.07,1647.67217095,5327004.6949935459
19,01/12/2022,3234.78,3227.36,3243.15,3219.66,2092.73434231,6759936.5702809413
18,01/12/2022,3227.36,3229.42,3232.56,3220.86,1785.08598232,5763407.8376850903
17,01/12/2022,3229.86,3235.17,3261,3225.2,4968.91722468,16104305.6281187879
16,01/12/2022,3235.17,3217.86,3238.53,3205.69,4205.81705748,13532012.6723349178
15,01/12/2022,3217.55,3232.18,3239.98,3215.53,3670.40500256,11850571.4373959754
14,01/12/2022,3232.18,3261.47,3274.86,3229.43,4475.16378086,14565104.1206338584
13,01/12/2022,3261.47,3247.84,3271.55,3245.3,3320.40282828,10819942.355958222
12,01/12/2022,3247.83,3272.83,3294.79,3240.33,5201.76796182,17015482.6818700044
11,01/12/2022,3272.84,3317.26,3325.95,3269.31,6264.81502446,20673035.0622325766
10,01/12/2022,3316.7,3371.04,3377.09,3300.64,8926.96589452,29851161.4795811795
9,01/12/2022,3370.72,3375.03,3383.06,3348.66,7137.22316009,24013019.1036432219
8,01/12/2022,3375.6,3361.05,3387.79,3351.5,6775.84938613,22819234.5642285556
7,01/12/2022,3361.05,3369.89,3372.28,3335.6,5118.86666194,17199331.9667258012
6,01/12/2022,3369.71,3381.12,3387.62,3359.63,3838.02175797,12954730.6283433732
5,01/12/2022,3381.15,3372.3,3392.82,3366.15,4357.97814007,14719644.5572637904
4,01/12/2022,3372.3,3382.26,3383.86,3362.18,3894.72257896,13138973.2827505059
3,01/12/2022,3382.28,3381.34,3392.81,3365.8,3726.41812741,12588556.0158773186
2,01/12/2022,3381.34,3366.77,3411.68,3363.28,5298.36228171,17926999.3715304881
1,01/12/2022,3366.78,3362.16,3380.86,3361.98,1994.49706309,6722270.5575779084
0,01/12/2022,3362.17,3372.14,3378.51,3356,3238.64990478,10910694.8002537238
23,01/13/2022,3372.14,3354.24,3384.79,3346.74,4638.86926093,15625645.2295676345
22,01/13/2022,3354.24,3333.36,3361.79,3331.96,3398.49582482,11366680.0141759241
21,01/13/2022,3333.36,3335.11,3347.59,3330.76,2904.94949314,9697841.4799583888
20,01/13/2022,3335.12,3337.84,3340.84,3315,2903.31743026,9658047.4422525565
19,01/13/2022,3337.84,3336.66,3352.44,3334.39,3883.32864675,12989901.3281972962
18,01/13/2022,3336.67,3337.6,3343.01,3325,2552.51934067,8511167.3730700312
17,01/13/2022,3337.08,3341.18,3345.29,3335.54,1408.04928039,4703091.6285642148
16,01/13/2022,3341.19,3340.38,3348.43,3331.95,1696.28934034,5666356.2966693785
15,01/13/2022,3340.38,3357.21,3357.26,3336.84,2624.91748833,8791618.3119389317
14,01/13/2022,3357.22,3361.86,3375,3348.22,3072.56204703,10328790.1275632528
13,01/13/2022,3362.03,3357.09,3378.8,3355.69,2648.95777178,8919440.9039038814
12,01/13/2022,3357.1,3334.54,3360.21,3330.01,2636.32731876,8810888.0119756136
11,01/13/2022,3334.21,3367.81,3368.42,3332.88,1982.86704379,6647103.7586586322
10,01/13/2022,3367.82,3373.47,3377.89,3352.26,2247.43864813,7565202.9736955754
9,01/13/2022,3373.47,3385.45,3410.94,3364.8,4433.91120286,15012315.6767313548
8,01/13/2022,3385.58,3300.84,3390.54,3265.92,11327.16165424,37449366.066121402
7,01/13/2022,3301.23,3300.9,3318.44,3287.16,4723.07792201,15605862.6426892162
6,01/13/2022,3300.9,3281.87,3304.45,3247.89,6389.49567448,20895870.4999322441
5,01/13/2022,3281.81,3271.18,3297.1,3265.5,3822.460617,12556891.4158789258
4,01/13/2022,3271.05,3271.77,3293.39,3246.85,5501.17747073,17978578.0205934976
3,01/13/2022,3271.77,3276.17,3278,3232.86,5054.28293356,16435552.0833801115
2,01/13/2022,3276.18,3270.4,3276.96,3264.74,1759.6980402,5756437.1766277542
1,01/13/2022,3270.39,3246.73,3276.72,3245.68,1176.30752809,3835153.4013419006
