date,open,high,low,close,volume
8/1/2022,1678.11,1704.89,1673.9,1691.33,21273082.43
8/1/2022,1691.33,1697.14,1666.63,1692.86,23233485.36
8/1/2022,1692.9,1695.19,1641.3,1668.09,25430548.18
8/1/2022,1668.09,1689.62,1633.44,1672.57,40397839.41
8/1/2022,1672.62,1673.68,1616.24,1622.2,37042247.5
8/1/2022,1622.25,1643.34,1606.06,1629.62,28238806.72
8/2/2022,1629.62,1656.69,1567.96,1577.03,45859905.98
8/2/2022,1577.06,1596.39,1564.38,1593.4,21734452.55
8/2/2022,1592.83,1597.69,1558.98,1587.63,28037269.42
8/2/2022,1587.57,1637.5,1564.42,1629.68,62322808.19
8/2/2022,1629.68,1678.2,1622.7,1636.57,58208573.74
8/2/2022,1636.85,1660.4,1627.41,1630.35,24026700.4
8/3/2022,1630.8,1638.79,1590,1619.83,35048927.13
8/3/2022,1619.59,1642.81,1613,1628.71,18547043.94
8/3/2022,1628.94,1672.09,1628.67,1665.28,28382749.29
8/3/2022,1665.28,1686.12,1645,1656.15,42314060.13
8/3/2022,1655.72,1671.54,1647.51,1653.95,31333182.19
8/3/2022,1654.21,1657.31,1607.48,1618.42,33101949.33
8/4/2022,1618.43,1659.09,1615.76,1650.93,32324526.91
8/4/2022,1651.31,1663.08,1616.21,1625.44,22167420.65
8/4/2022,1625.85,1630.94,1606.18,1616.13,21794440.17
8/4/2022,1615.73,1643.58,1597,1615.55,38866052.78
8/4/2022,1615.55,1624,1580.53,1590.8,33466955.41
8/4/2022,1590.49,1612.39,1581.2,1607.46,16458644.4
8/5/2022,1607.71,1667.77,1605.36,1659.28,36020327.51
8/5/2022,1659.68,1678.66,1646.47,1663.3,19812669.5
8/5/2022,1662.97,1717.18,1652.12,1713.41,32939040.84
8/5/2022,1713.42,1725.46,1665.45,1670.01,81244335.98
8/5/2022,1670.01,1684.15,1656.62,1681.36,30746298.49
8/5/2022,1681.14,1742.47,1666.52,1736.67,42586316.49
8/6/2022,1736.68,1752.73,1726.02,1734.67,33686879.09
8/6/2022,1734.67,1738.04,1713.88,1720.58,15219383.64
8/6/2022,1720.92,1724.54,1703.2,1712.35,16749506.27
8/6/2022,1712.35,1720.98,1706.27,1715.76,20038235.37
8/6/2022,1715.77,1721.13,1685.88,1714.74,28271334.63
8/6/2022,1714.73,1723.82,1687.6,1690.86,24930929.38
8/7/2022,1690.86,1697.95,1668.56,1684.19,29348967.45
8/7/2022,1684.19,1688.8,1672.8,1686.18,14196332.95
8/7/2022,1686.18,1693.7,1673.25,1692.54,13548392.08
8/7/2022,1692.55,1715.38,1690.93,1699.13,24397891.03
8/7/2022,1699.13,1716,1695.41,1708.08,14901422.14
8/7/2022,1708.3,1729.83,1690.25,1699.99,26771908.38
8/8/2022,1700,1719.49,1693.76,1709.75,21419172.31
8/8/2022,1709.75,1740,1708.04,1732.72,25217192.53
8/8/2022,1732.72,1792.03,1728.04,1789.45,53136680.1
8/8/2022,1789.2,1818.13,1766.58,1774.78,65685942.52
8/8/2022,1774.77,1787.09,1756.02,1782.93,35994987.83
8/8/2022,1782.93,1799,1757.57,1777.33,31669256.58
8/9/2022,1777.17,1786.78,1761.1,1778.21,20128843.18
8/9/2022,1778.2,1790.78,1767,1781.93,20306906.24
8/9/2022,1781.94,1783.01,1692.41,1704.13,52640072.6
8/9/2022,1703.91,1717.46,1668.58,1684.65,58116947.3
8/9/2022,1684.66,1698.1,1674.53,1688.12,31508709.49
8/9/2022,1687.61,1715.72,1687.18,1702.87,21151866.01
8/10/2022,1702.87,1702.87,1656.28,1669.43,36948766.45
8/10/2022,1669.44,1691.39,1667.2,1686.3,25140514.84
8/10/2022,1686.31,1713.6,1684.5,1707.02,24280522.86
8/10/2022,1707.02,1854.35,1703.48,1837.27,157589242
8/10/2022,1837.24,1849.49,1802.64,1817.95,50550100.05
8/10/2022,1818.35,1885.54,1817.66,1853.18,52154312.89
8/11/2022,1853.18,1918.55,1850.06,1880.29,99154279.67
8/11/2022,1880.3,1905.35,1870.85,1878.69,49854983.99
8/11/2022,1878.69,1913.7,1873.4,1903.43,36449469.13
8/11/2022,1903.43,1941.58,1883.56,1890.01,97944354.8
8/11/2022,1890.44,1908,1873.28,1898.6,49376353.29
8/11/2022,1898.61,1905.42,1867.3,1880.52,35243518.37
8/12/2022,1880.51,1913.6,1857.41,1903.87,42594615.82
8/12/2022,1904.04,1909.19,1882.76,1888.54,22472719.42
8/12/2022,1888.54,1903.89,1853.36,1868.49,39917850.81
8/12/2022,1868.49,1903.65,1866.88,1897.41,43031584.09
8/12/2022,1897.4,1931,1890.66,1926.14,32493810.44
8/12/2022,1926.13,1964.15,1916.72,1958.3,48073185.56
8/13/2022,1958.08,1999,1946.12,1996.79,52745487.91
8/13/2022,1996.79,2019.5,1986.21,1996,49176519.26
8/13/2022,1996.01,2008.18,1972.66,1986.09,28391412.3
8/13/2022,1986.09,1994.9,1963.71,1988.33,23271682.1
8/13/2022,1988.33,2004.14,1972,1975.42,29913593.07
8/13/2022,1975.42,1994.67,1967.6,1983.76,22432211.71
8/14/2022,1983.77,1994.44,1971.21,1985.93,17433640.66
8/14/2022,1985.94,2031.3,1980.93,2016.82,33899645.6
8/14/2022,2016.82,2017.88,1980.44,1990.23,29690293.81
8/14/2022,1990.24,1991.33,1970.61,1984.06,24900968.98
8/14/2022,1984.06,1984.69,1906.11,1931.56,48149304.6
8/14/2022,1931.57,1960,1916.5,1935.32,32838725.73
8/15/2022,1935.32,2012,1922.09,1986.16,70089292.62
8/15/2022,1986.15,1992.59,1885.33,1900.08,68456465.29
8/15/2022,1900.08,1912.42,1875.31,1890.78,44624737.05
8/15/2022,1890.78,1921.88,1872.98,1917.86,42603475.03
8/15/2022,1917.8,1933.23,1885.02,1889.42,37667149.83
8/15/2022,1890.08,1917.92,1876,1899.2,26112093.02
8/16/2022,1899.19,1914.7,1861.31,1887.44,28522292.79
8/16/2022,1887.61,1893.02,1856.81,1877.03,17134102.74
8/16/2022,1877.04,1915,1877.04,1906.56,15570133.36
8/16/2022,1906.57,1914,1864.62,1887.42,32040685.61
8/16/2022,1887.43,1897.7,1851.85,1879,28934977.3
8/16/2022,1879,1886.29,1865.6,1876.78,9891852.085
8/17/2022,1876.35,1904.39,1874.6,1896.13,19591601.26
8/17/2022,1896.13,1957.53,1888.12,1890.35,42310651.68
8/17/2022,1890.34,1902.4,1864.5,1876.93,27450891.9
8/17/2022,1876.92,1886.7,1814.99,1831.18,62142689.68
8/17/2022,1831.46,1870.58,1824.01,1838.22,42352491.58
8/17/2022,1838.27,1853.99,1824.31,1834.39,22555705
8/18/2022,1834.39,1865.32,1821.32,1848.31,25349287.52
8/18/2022,1848.31,1852.8,1835.98,1844.69,17149209.76
8/18/2022,1844.7,1865.9,1834.41,1859.4,17834998.92
8/18/2022,1859.4,1881.91,1849.23,1873.14,36023351.27
8/18/2022,1873.15,1878.6,1856.4,1870.78,23189085.65
8/18/2022,1870.35,1879.69,1842.64,1846.66,19601049.96
8/19/2022,1846.39,1848.03,1805.08,1817.52,36241888.33
8/19/2022,1817.52,1824.2,1720,1744.25,45909394.44
8/19/2022,1744.25,1744.75,1683.83,1707.93,48578903.36
8/19/2022,1707.92,1708.05,1675.9,1698.15,42037775.51
8/19/2022,1698.15,1726.59,1680,1701.48,38301639.74
8/19/2022,1701.16,1706.59,1603.51,1608.9,51792112.22
8/20/2022,1608.91,1640.01,1607.34,1627.71,28696155.08
8/20/2022,1627.71,1657.29,1625.19,1648.27,30947396.45
8/20/2022,1647.91,1649.85,1617,1631.22,18899789.77
8/20/2022,1631.12,1644,1624.28,1634.86,17400511.29
8/20/2022,1634.86,1639.78,1551,1563.87,42747810.42
8/20/2022,1564.2,1590,1523.27,1575.9,42598080.78
8/21/2022,1575.9,1604.4,1573.29,1585.7,24945219.84
8/21/2022,1585.7,1595.38,1562.52,1585.42,19900055.68
8/21/2022,1585.42,1629.84,1584.73,1626.93,30630371.84
8/21/2022,1626.94,1640.79,1601.02,1621.34,22492977.84
8/21/2022,1621.34,1635,1610.81,1624.23,19295989.48
8/21/2022,1624.23,1646.43,1580.41,1617.66,39206800.37
8/22/2022,1618,1621.98,1594.33,1595.47,26749339.61
8/22/2022,1595.22,1610.58,1551.49,1556.76,30470790.2
8/22/2022,1556.98,1581.07,1529.35,1567.96,40249496.37
8/22/2022,1568.27,1595,1547.94,1590.22,35738907.25
8/22/2022,1589.81,1601.31,1549.18,1567.68,23482318.59
8/22/2022,1568,1629.05,1564.14,1624.92,23962634.01
8/23/2022,1624.93,1638.8,1607.31,1608.92,25053017.79
8/23/2022,1609.36,1617.8,1563.9,1602.79,21840958.86
8/23/2022,1602.7,1625.2,1588.27,1620.2,22594212.15
8/23/2022,1620.21,1654,1607,1640.55,33609946.89
8/23/2022,1640.58,1675.95,1625.22,1649.79,25731848.42
8/23/2022,1650.82,1672.67,1641.88,1665.41,17408071.21
8/24/2022,1665.68,1666.51,1605.91,1614.99,31771279.81
8/24/2022,1614.67,1649.7,1610.63,1626.87,21739826.84
8/24/2022,1626.88,1653.95,1626.06,1650.98,14046809.87
8/24/2022,1650.98,1687.84,1642.81,1683.73,28045834.16
8/24/2022,1683.73,1694.4,1663.81,1678.57,22893436.23
8/24/2022,1678.52,1686.46,1651.62,1656.44,17649064.95
8/25/2022,1656.44,1684.59,1654.01,1669.87,18777029.25
8/25/2022,1669.6,1712.89,1669.08,1708.88,21094956.14
8/25/2022,1708.88,1716.24,1693.73,1710.32,19864531.24
8/25/2022,1710.33,1722,1688.9,1701.2,33723512.18
8/25/2022,1701.2,1713.12,1690.01,1706.61,24904699.02
8/25/2022,1707.7,1712.82,1683.57,1695.09,26969127.43
8/26/2022,1695.44,1695.44,1671.7,1687.13,16785791.35
8/26/2022,1687.13,1687.5,1641.6,1660.42,19646120.32
8/26/2022,1660.41,1667.29,1620.02,1629.22,23709044.88
8/26/2022,1629.21,1705.6,1585.02,1593.53,94020585.56
8/26/2022,1593.72,1599.4,1538.31,1560.23,39002781.97
8/26/2022,1559.82,1568.49,1486.7,1508.13,30354899.5
8/27/2022,1508.13,1518.39,1483.25,1501.9,20918539.74
8/27/2022,1501.89,1509.5,1469.65,1507.92,21691516.43
8/27/2022,1508.13,1511.63,1494.8,1505.6,13717811.07
8/27/2022,1505.61,1509.1,1455.14,1469.85,27497704.62
8/27/2022,1469.85,1484.42,1446.51,1479.81,34589118.79
8/27/2022,1479.81,1498.92,1455.42,1491.16,18226928.7
8/28/2022,1491.16,1511.09,1477.1,1491.16,12715842.44
8/28/2022,1491.16,1502.69,1481.81,1496.99,9993364.044
8/28/2022,1496.99,1503.99,1476.01,1485.6,11624219.4
8/28/2022,1486.08,1489.25,1459.81,1486.85,18452270.15
8/28/2022,1486.86,1496.9,1478.46,1483.14,14878664.1
8/28/2022,1483.15,1492.52,1424.2,1427.07,27790750.89
8/29/2022,1426.37,1462.64,1422.3,1456.85,26184926.31
8/29/2022,1456.82,1462.18,1439.48,1454.79,17300159.2
8/29/2022,1454.8,1456.81,1442.24,1449.07,12912447.71
8/29/2022,1449.07,1530.4,1446.97,1521.58,64387207.72
8/29/2022,1521.95,1544.82,1520.01,1531.09,33644088.15
8/29/2022,1531.08,1560,1529.08,1551.9,19786897.48
8/30/2022,1551.63,1552.59,1523.97,1544.52,16971435.33
8/30/2022,1544.13,1602.18,1543.05,1587.52,33254574.87
8/30/2022,1587.06,1605.98,1576.77,1584.9,18875988.7
8/30/2022,1584.91,1594.43,1509.26,1525.02,54363103.5
8/30/2022,1525.02,1568.97,1473.71,1543.71,55831427.44
8/30/2022,1543.28,1565.3,1516.36,1524.26,32555394.44
8/31/2022,1524.26,1616.83,1524.2,1606.46,31850267.22
8/31/2022,1606.65,1619.64,1577.02,1584.86,22499148.23
8/31/2022,1584.85,1607.92,1560.72,1594.98,24646069.48
8/31/2022,1594.96,1609.82,1536.16,1560.55,38034362.04
8/31/2022,1560.81,1589,1528.01,1575.19,25892793.69
8/31/2022,1575.19,1584.8,1542.4,1553.92,15902177.9
9/1/2022,1553.92,1574.12,1534.31,1549.27,19709520.87
9/1/2022,1549.94,1563,1531.13,1544.23,10589055.43
9/1/2022,1544.6,1586,1533.54,1578.04,17326349.85
9/1/2022,1578.05,1581.23,1512.45,1535.86,42225075.45
9/1/2022,1536.17,1572.59,1523.79,1564.98,20069410.1
9/1/2022,1564.7,1599.3,1561.9,1585.97,15800265.81
9/2/2022,1586.1,1605.99,1567.84,1595.7,13425756.48
9/2/2022,1595.71,1611.09,1578.82,1594.28,10105607.22
9/2/2022,1594.25,1602.81,1582.5,1593.52,8808131.877
9/2/2022,1593.49,1648.8,1584.57,1636.28,47628476.72
9/2/2022,1636.29,1639.27,1546.51,1561.78,46229642.18
9/2/2022,1561.77,1586.5,1551.41,1575.17,17223485.56
9/3/2022,1575.25,1582.49,1554.58,1561.27,10225490.19
9/3/2022,1561.59,1573.15,1534.06,1544.02,10648738.39
9/3/2022,1544.21,1559.6,1540.01,1548.5,11113085.09
9/3/2022,1548.51,1565.88,1543.57,1548.3,14052497.27
9/3/2022,1548.3,1563.3,1535.73,1549.27,11973230.54
9/3/2022,1549.27,1560.8,1546.33,1557.49,5896353.996
9/4/2022,1557.5,1561.48,1547.5,1552.01,4908216.818
9/4/2022,1552.2,1556.88,1543.37,1545.45,6289664.421
9/4/2022,1545.45,1564.25,1540.38,1564.25,9871850.206
9/4/2022,1564.25,1583.31,1544.48,1560.56,16817784.3
9/4/2022,1560.55,1576,1555.66,1566.99,9669205.182
9/4/2022,1566.99,1582.19,1563.2,1578.81,11268864.24
9/5/2022,1578.8,1592.98,1568.7,1575.49,11673520.11
9/5/2022,1575.71,1580.27,1556.36,1562.45,9472261.54
9/5/2022,1562.61,1569,1557.39,1566.86,7495422.275
9/5/2022,1566.87,1605.99,1562.4,1600.6,17154679.15
9/5/2022,1600.6,1610.11,1576.41,1586.54,17891567.27
9/5/2022,1585.87,1631.19,1585.33,1617.38,19456315.35
9/6/2022,1617.4,1676,1615.09,1639.91,35724129.93
9/6/2022,1640.41,1678.06,1637.21,1658.4,25792093.62
9/6/2022,1658.78,1677.83,1646.41,1668.28,17832285.96
9/6/2022,1668.29,1687.4,1635.63,1669.82,40019224.01
9/6/2022,1670.06,1674.7,1560,1576.88,64246864.32
9/6/2022,1576.46,1589,1554.49,1559.28,22885394.35
9/7/2022,1559.27,1568.13,1490.9,1510.47,36547034.5
9/7/2022,1510.45,1527.4,1499.48,1518.62,17807858.16
9/7/2022,1518.2,1524.69,1504.27,1513.71,10429745.99
9/7/2022,1513.7,1550.94,1500,1544.02,31851937.55
9/7/2022,1544.03,1581.5,1536.25,1570.22,31216271.21
9/7/2022,1570.09,1657.63,1569,1630.02,62423194.08
9/8/2022,1630.12,1637.4,1613.51,1629.88,15486378.49
9/8/2022,1629.87,1647.59,1595.42,1613.53,27098968.86
9/8/2022,1613.42,1644.47,1606.56,1635.86,15420138.93
9/8/2022,1635.86,1654.91,1598.21,1629.28,51452885.59
9/8/2022,1629.29,1650.4,1608.37,1649.97,24154479.01
9/8/2022,1650.01,1663.02,1625.75,1635.4,18293171.13
9/9/2022,1635.4,1676.42,1630.75,1672.61,18714603.38
9/9/2022,1672.65,1719.6,1669.37,1704.92,41608002.02
9/9/2022,1704.92,1716.09,1684.73,1700.51,32511567.03
9/9/2022,1700.02,1748.55,1698.65,1719.5,45335684.67
9/9/2022,1719.69,1726.84,1696.22,1720.12,27777953.89
9/9/2022,1720.39,1733.82,1706.9,1718.13,16027099.03
